user_id,plan_type,start_date,end_date,is_trial,price
9192a9df-395a-4cbc-84d4-69be93b3b2c2,weekly,2024-10-01 04:07:00,2024-10-08 04:07:00,False,29.99
8a8939cb-0b9a-4d01-a4cf-6a804e6581e1,weekly,2024-07-04 11:22:00,2024-07-11 11:22:00,False,29.99
8a8939cb-0b9a-4d01-a4cf-6a804e6581e1,weekly,2024-07-11 11:22:00,2024-07-18 11:22:00,False,29.99
8a8939cb-0b9a-4d01-a4cf-6a804e6581e1,weekly,2024-07-18 11:22:00,2024-07-25 11:22:00,False,29.99
8a8939cb-0b9a-4d01-a4cf-6a804e6581e1,weekly,2024-07-25 11:22:00,2024-08-01 11:22:00,False,29.99
8a8939cb-0b9a-4d01-a4cf-6a804e6581e1,weekly,2024-08-01 11:22:00,2024-08-08 11:22:00,False,29.99
8a8939cb-0b9a-4d01-a4cf-6a804e6581e1,weekly,2024-08-08 11:22:00,2024-08-15 11:22:00,False,29.99
8a8939cb-0b9a-4d01-a4cf-6a804e6581e1,weekly,2024-08-15 11:22:00,2024-08-22 11:22:00,False,29.99
8a8939cb-0b9a-4d01-a4cf-6a804e6581e1,weekly,2024-08-22 11:22:00,2024-08-29 11:22:00,False,29.99
8a8939cb-0b9a-4d01-a4cf-6a804e6581e1,weekly,2024-08-29 11:22:00,2024-09-05 11:22:00,False,29.99
8a8939cb-0b9a-4d01-a4cf-6a804e6581e1,weekly,2024-09-05 11:22:00,2024-09-12 11:22:00,False,29.99
8a8939cb-0b9a-4d01-a4cf-6a804e6581e1,weekly,2024-09-12 11:22:00,2024-09-19 11:22:00,False,29.99
8a8939cb-0b9a-4d01-a4cf-6a804e6581e1,weekly,2024-09-19 11:22:00,2024-09-26 11:22:00,False,29.99
27d060ae-b208-4810-965c-5bd6e68983d1,weekly,2025-03-16 22:11:00,2025-03-23 22:11:00,False,29.99
27d060ae-b208-4810-965c-5bd6e68983d1,weekly,2025-03-23 22:11:00,2025-03-30 22:11:00,False,29.99
27d060ae-b208-4810-965c-5bd6e68983d1,weekly,2025-03-30 22:11:00,2025-04-06 22:11:00,False,29.99
27d060ae-b208-4810-965c-5bd6e68983d1,weekly,2025-04-06 22:11:00,2025-04-13 22:11:00,False,29.99
27d060ae-b208-4810-965c-5bd6e68983d1,weekly,2025-04-13 22:11:00,2025-04-20 22:11:00,False,29.99
19898093-93fe-4aec-94ff-6f6088dc64c0,monthly,2025-02-14 05:43:00,2025-03-14 05:43:00,False,99.99
19898093-93fe-4aec-94ff-6f6088dc64c0,monthly,2025-03-14 05:43:00,2025-04-11 05:43:00,False,99.99
19898093-93fe-4aec-94ff-6f6088dc64c0,monthly,2025-04-11 05:43:00,2025-05-09 05:43:00,False,99.99
6e60c59a-046b-43ae-a54f-ee16e0522bb4,weekly,2024-10-29 09:47:00,2024-11-05 09:47:00,False,29.99
daa29edf-6730-4f71-833e-9c8a4c919c8c,weekly,2025-08-14 20:48:00,2025-08-21 20:48:00,False,29.99
2510722b-1b16-4409-9670-75074e760cec,monthly,2024-07-06 08:11:00,2024-08-03 08:11:00,False,99.99
af2cbb3d-0551-416e-a091-c30f29bfe0d6,monthly,2025-08-11 14:33:00,2025-09-08 14:33:00,False,99.99
af2cbb3d-0551-416e-a091-c30f29bfe0d6,monthly,2025-09-08 14:33:00,2025-10-06 14:33:00,False,99.99
af2cbb3d-0551-416e-a091-c30f29bfe0d6,monthly,2025-10-06 14:33:00,2025-11-03 14:33:00,False,99.99
d2764cf2-3e30-4980-b2b8-81ebcfb9e1d4,weekly,2024-06-14 12:10:00,2024-06-21 12:10:00,False,29.99
d2764cf2-3e30-4980-b2b8-81ebcfb9e1d4,weekly,2024-06-21 12:10:00,2024-06-28 12:10:00,False,29.99
d2764cf2-3e30-4980-b2b8-81ebcfb9e1d4,weekly,2024-06-28 12:10:00,2024-07-05 12:10:00,False,29.99
c6dec813-206d-456c-9e4f-ca2e2e10637a,monthly,2025-08-15 05:28:00,2025-09-12 05:28:00,False,99.99
c6dec813-206d-456c-9e4f-ca2e2e10637a,monthly,2025-09-12 05:28:00,2025-10-10 05:28:00,False,99.99
c6dec813-206d-456c-9e4f-ca2e2e10637a,monthly,2025-10-10 05:28:00,2025-11-07 05:28:00,False,99.99
e39625ca-eb36-475c-b9eb-9aa5383a3199,monthly,2025-01-15 16:32:00,2025-02-12 16:32:00,False,99.99
1ee46168-2720-4065-a7df-447bf1d584fd,weekly,2025-05-19 18:05:00,2025-05-26 18:05:00,False,29.99
1ee46168-2720-4065-a7df-447bf1d584fd,weekly,2025-05-26 18:05:00,2025-06-02 18:05:00,False,29.99
1ee46168-2720-4065-a7df-447bf1d584fd,weekly,2025-06-02 18:05:00,2025-06-09 18:05:00,False,29.99
1ee46168-2720-4065-a7df-447bf1d584fd,weekly,2025-06-09 18:05:00,2025-06-16 18:05:00,False,29.99
1ee46168-2720-4065-a7df-447bf1d584fd,weekly,2025-06-16 18:05:00,2025-06-23 18:05:00,False,29.99
1ee46168-2720-4065-a7df-447bf1d584fd,weekly,2025-06-23 18:05:00,2025-06-30 18:05:00,False,29.99
1ee46168-2720-4065-a7df-447bf1d584fd,weekly,2025-06-30 18:05:00,2025-07-07 18:05:00,False,29.99
1ee46168-2720-4065-a7df-447bf1d584fd,weekly,2025-07-07 18:05:00,2025-07-14 18:05:00,False,29.99
1ee46168-2720-4065-a7df-447bf1d584fd,weekly,2025-07-14 18:05:00,2025-07-21 18:05:00,False,29.99
1ee46168-2720-4065-a7df-447bf1d584fd,weekly,2025-07-21 18:05:00,2025-07-28 18:05:00,False,29.99
1ee46168-2720-4065-a7df-447bf1d584fd,weekly,2025-07-28 18:05:00,2025-08-04 18:05:00,False,29.99
1ee46168-2720-4065-a7df-447bf1d584fd,weekly,2025-08-04 18:05:00,2025-08-11 18:05:00,False,29.99
